fullVisitorID,continent,subContinent,country
6256902362089067902,Americas,Northern America,United States
534090547211274014,Americas,Northern America,United States
197268420725905111,Oceania,Australasia,Australia
5888378395111290244,Europe,Southern Europe,Spain
311728372018703952,Americas,Northern America,United States
542056571636185785,Americas,Northern America,United States
7233056391383603654,Americas,Northern America,United States
3488053850670143533,Europe,Eastern Europe,Slovakia
3097568124986562087,Americas,Northern America,United States
1685602050096206247,Asia,Eastern Asia,Hong Kong
1623220960837677586,Asia,Western Asia,Turkey
1333690623776707769,Americas,Northern America,United States
6107229716178617930,Americas,Northern America,United States
3867671661659082968,Americas,Northern America,United States
6004618674730269918,Americas,Northern America,United States
7195966922741455630,Africa,Western Africa,Nigeria
2734810493655863326,Americas,Central America,El Salvador
6366316989927168370,Americas,Northern America,United States
906139263149526246,Americas,Northern America,United States
1221683911086263327,Europe,Southern Europe,Italy
2638567429374804927,Asia,Eastern Asia,China
7783419426759984284,Americas,Central America,Mexico
391832147797559559,Asia,Southeast Asia,Thailand
8499733145178444169,Europe,Western Europe,France
2664056318278431156,Americas,South America,Argentina
0539413992997139766,Asia,Western Asia,Oman
9944115594178770946,Asia,Eastern Asia,Japan
9332940312639228882,Asia,Southern Asia,Sri Lanka
4842874549492287552,Asia,Western Asia,Turkey
8231985909853434992,Asia,Western Asia,Turkey
4652287826732444235,Americas,South America,Brazil
1586868266476732175,Americas,Northern America,United States
6449391852916941365,Asia,Western Asia,Turkey
796776238303447639,Americas,Northern America,United States
476419139818968912,Asia,Southern Asia,India
2040429609628789402,Asia,Eastern Asia,China
4519579316106061221,Americas,Central America,Mexico
1416501495461232400,Americas,South America,Peru
0948227249440399192,Asia,Western Asia,Turkey
0233470704323760007,Asia,Southern Asia,India
3259411844793303374,Africa,Northern Africa,Algeria
3652538119409785696,Asia,Western Asia,Israel
7180771470273032233,Asia,Western Asia,Saudi Arabia
4597308409158508498,Americas,South America,Brazil
1768021879618184521,Americas,Northern America,United States
4125846441958941515,Asia,Southeast Asia,Philippines
8347572489346024612,Americas,Northern America,United States
9333275846835376480,Europe,Eastern Europe,Slovakia
9405012143119882566,Americas,South America,Colombia
4652287826732444235,Americas,South America,Brazil
9234156111722725905,Americas,Northern America,United States
0578484710847149395,Americas,Northern America,United States
8942907331325175738,Americas,Northern America,United States
7272603699024978497,Americas,Northern America,United States
188467669290923231,Americas,Northern America,United States
5186861455885306495,Americas,Central America,Mexico
7204296105950946324,Americas,Northern America,United States
5765613965607610163,Europe,Southern Europe,Slovenia
0975199857190033636,Americas,Northern America,United States
4052177266351383392,Asia,Southeast Asia,Thailand
1992186447841680750,Americas,Northern America,United States
3483578416163230629,Americas,Northern America,United States
3121470346610517012,Africa,Northern Africa,Tunisia
4652287826732444235,Americas,South America,Brazil
7273185834724919018,Europe,Northern Europe,Ireland
6668699823160749167,Europe,Western Europe,Austria
2971589585119137431,Americas,South America,Colombia
4783706315047752370,Europe,Northern Europe,United Kingdom
3162605645011029759,Africa,Western Africa,Nigeria
5833561444608362232,Americas,South America,Brazil
079785550312480399,Americas,Northern America,United States
8884488727640389565,Europe,Western Europe,Switzerland
0512157711741253330,Americas,Northern America,United States
2361382689624783664,Americas,South America,Brazil
426334503418339249,Asia,Eastern Asia,Taiwan
6336947347957369770,Americas,Northern America,United States
364531667078624724,Americas,South America,Peru
8807827905511003249,Asia,Southeast Asia,Indonesia
7180275614450996653,Americas,Northern America,United States
8113673224304423345,Europe,Northern Europe,United Kingdom
9906757708231207408,Asia,Southeast Asia,Vietnam
5020449789759541117,Americas,South America,Venezuela
5220081523633286580,Europe,Eastern Europe,Poland
1244181925096404728,Americas,South America,Brazil
4948931523491427211,(not set),(not set),(not set)
4943724707143454002,Americas,Northern America,United States
5408757094730735604,Asia,Western Asia,Turkey
1338868737448099505,Europe,Northern Europe,Norway
5216871142837129848,Americas,South America,Colombia
6068822397105790135,Americas,South America,Brazil
0512157711741253330,Americas,Northern America,United States
7209704949625703251,Americas,Northern America,United States
6758157348271262903,Europe,Southern Europe,Italy
5462604146899553341,Americas,Northern America,United States
5468111842100914639,Americas,Northern America,United States
7365587847961481243,Europe,Northern Europe,Denmark
1989078065641173736,Americas,Central America,Mexico
7702887595038220497,Asia,Southern Asia,India
8523047204257412218,Americas,Northern America,United States
7403418739058603889,Asia,Eastern Asia,China
4142792746224821185,Asia,Western Asia,Turkey
4450011993608795253,Europe,Eastern Europe,Romania
9767128755424990396,Americas,Northern America,United States
3424885272218138036,Americas,Northern America,United States
2023230048919746133,Americas,Northern America,United States
2450602019453041409,Americas,Northern America,United States
893148638848434176,Europe,Eastern Europe,Bulgaria
2418639785325617071,Asia,Western Asia,Turkey
1081139066205636478,Asia,Western Asia,Israel
5692101275868168807,Europe,Eastern Europe,Ukraine
8518736572243003083,Americas,Northern America,United States
7595452521537632742,Europe,Eastern Europe,Russia
1498131993201949523,Americas,Northern America,United States
3083392203472914734,Americas,Northern America,United States
2282779651086596448,Europe,Southern Europe,Italy
1685602050096206247,Asia,Eastern Asia,Hong Kong
8315566408611847400,Americas,Northern America,Canada
4005479203420016741,Asia,Western Asia,Turkey
726716959010194520,Americas,Northern America,United States
7010293814475229513,Europe,Southern Europe,Italy
5414445215073031471,Americas,Northern America,Canada
155382455717322440,Americas,Central America,Mexico
5285909961694511050,Americas,Northern America,United States
3204977659528391251,Asia,Western Asia,Turkey
1610784985399282869,Americas,Northern America,United States
0068219692889395306,Europe,Eastern Europe,Poland
4652287826732444235,Americas,South America,Brazil
5628482334003706355,Americas,Northern America,United States
4401382581757781,Asia,Southern Asia,India
2676803576343975794,Americas,Northern America,United States
1919221904694879983,Americas,South America,Brazil
4384864789216760736,Americas,Central America,Mexico
2636107084457150438,Americas,Northern America,United States
3126038196679003379,Americas,Northern America,United States
302697950540819161,Americas,Northern America,United States
7977960939819997652,Americas,Northern America,United States
9409735706170093089,Asia,Western Asia,Turkey
3749537503973982470,Americas,Northern America,United States
7492544341773247322,Asia,Western Asia,Turkey
649784964461836294,Americas,Northern America,United States
9776692192051678187,Americas,Central America,Mexico
2973902145014289149,Asia,Western Asia,Turkey
4757151207311859905,Europe,Southern Europe,Greece
8139772740148979756,Europe,Western Europe,Switzerland
1725449566279895303,Asia,Western Asia,Saudi Arabia
2308841794297013914,Asia,Western Asia,Turkey
9503909815703534417,Asia,Eastern Asia,Japan
1308253240518311498,Europe,Eastern Europe,Poland
9784245170686568780,Asia,Southeast Asia,Vietnam
5761600662292757982,Africa,Northern Africa,Tunisia
2798490856916259678,Americas,Northern America,United States
2863393495106393918,Americas,Northern America,United States
7633141072508257313,Americas,Northern America,United States
1727250443336990005,Americas,Northern America,United States
0036734869235166970,Europe,Southern Europe,Greece
9923115678580928474,Americas,Northern America,United States
0634817412526733144,Americas,Northern America,United States
4475992693303749595,Americas,Northern America,United States
8443152750706781913,Americas,Central America,Panama
384088448748841648,Americas,Northern America,United States
8430240768850820716,Americas,Northern America,United States
5375690402753857650,Americas,South America,Brazil
6952119042958975545,Europe,Eastern Europe,Poland
0238278900894838748,Asia,Western Asia,Turkey
8585173466315759215,Americas,Northern America,United States
2497404271902135456,Americas,Northern America,United States
5946672336805397304,Americas,Northern America,United States
4652287826732444235,Americas,South America,Brazil
1492602573213666603,Asia,Eastern Asia,Japan
6709605006830148657,Americas,Northern America,United States
861704224604980653,Americas,South America,Venezuela
9386916489511923911,Americas,Northern America,United States
3523326200557497005,Americas,Central America,Mexico
9053860080697914688,Americas,South America,Peru
9880469203491713273,Americas,Northern America,United States
4652287826732444235,Americas,South America,Brazil
0965798441866044574,Americas,Northern America,United States
6938457584786898565,Americas,Northern America,United States
9156455213751523745,Americas,Northern America,United States
7897082449499228899,Asia,Southern Asia,India
9631957696577184381,Asia,Southeast Asia,Malaysia
0225180756322086961,Asia,Southern Asia,India
6183112800600231303,Asia,Southeast Asia,Vietnam
2488464858794430073,Americas,Northern America,United States
6232830708442381025,Asia,Western Asia,Turkey
8864185487518136103,Americas,South America,Peru
1007671272242791999,Americas,Northern America,United States
2935188294263182152,Europe,Eastern Europe,Poland
350163692909705652,Americas,Northern America,United States
2797836219124187807,Europe,Southern Europe,Spain
1194014264023391501,Asia,Western Asia,Turkey
4539726134771771711,Asia,Southeast Asia,Philippines
8460830690164908023,Asia,Southeast Asia,Singapore
143953260196124648,Americas,Northern America,United States
292215863796392689,Europe,Western Europe,France
1657243834688898976,Europe,Eastern Europe,Bulgaria
893751538499573956,Americas,Central America,Mexico
8652973185415391602,Americas,Northern America,United States
5120984078580018049,Asia,Southeast Asia,Thailand
1938701249830982521,Asia,Southeast Asia,Singapore
7968659321982517566,Asia,Western Asia,Turkey
9919775020461223195,Americas,Northern America,United States
5641813888175115996,Americas,Northern America,United States
9998494082757181208,Americas,South America,Brazil
3232063550698301055,Asia,Southeast Asia,Philippines
2040429609628789402,Americas,Northern America,United States
8090884101253732531,Asia,Western Asia,Turkey
769388239918029956,Americas,Northern America,United States
3779933771588936390,Americas,Northern America,United States
4246577391598151598,Americas,Northern America,United States
3311149337757194338,Asia,Western Asia,Turkey
1092278015021050527,Asia,Western Asia,Turkey
2213191339240555860,Americas,Northern America,United States
1447660470458840050,Americas,South America,Argentina
7772079039007468977,Americas,Northern America,Canada
7394165545362887055,Asia,Southeast Asia,Vietnam
4408040426075161227,Americas,Northern America,United States
1110352826809718840,Americas,South America,Colombia
4625303162432050331,Asia,Southeast Asia,Philippines
9066503657481474837,Asia,Western Asia,Turkey
4187677473228128704,Europe,Eastern Europe,Poland
2347241930366920544,Americas,Central America,Mexico
9573262732534488684,Americas,South America,Brazil
5570055668173869692,Asia,Southern Asia,India
1709298781580419163,Americas,Northern America,United States
143953260196124648,Americas,Northern America,United States
151583202631753728,Asia,Southern Asia,India
1315737692752879214,Europe,Eastern Europe,Romania
4991561811018569723,Asia,Western Asia,Turkey
8842322787175138234,Americas,Northern America,United States
2873642522152808731,Americas,Northern America,United States
5403925969319345361,Americas,Central America,Mexico
4578640586284138624,Americas,Northern America,United States
5202567874210594297,Americas,Northern America,United States
6554972514486895793,Americas,Northern America,United States
3248367829168596609,Americas,Northern America,United States
9432675398065035916,Europe,Eastern Europe,Romania
5651861763705720283,Europe,Western Europe,Netherlands
2169084821001691064,Americas,Central America,Mexico
711432706839362141,Americas,Northern America,United States
6680094089236180217,Americas,Northern America,United States
7965130316907003624,Americas,Northern America,United States
5699405593618370086,Americas,South America,Brazil
6850060881061117685,Americas,Northern America,United States
7221578135604575591,Americas,Northern America,United States
5055318098307741379,Americas,Central America,Costa Rica
1685602050096206247,Asia,Eastern Asia,Hong Kong
0284225352837835895,Americas,Northern America,United States
4703900907627844850,Americas,Northern America,Canada
8265862694719602421,Asia,Eastern Asia,Japan
3061442843679452103,Asia,Western Asia,Turkey
6953748995972109762,Africa,Eastern Africa,Kenya
5472469664923481625,Asia,Southeast Asia,Vietnam
3030113936939242666,Americas,Northern America,United States
4908197409515839782,Asia,Western Asia,Turkey
5883538692283076770,Europe,Eastern Europe,Slovakia
3746959242497212747,Asia,Eastern Asia,South Korea
2013012615043078799,Asia,Southeast Asia,Vietnam
9837097202588520944,Europe,Northern Europe,United Kingdom
3965109796773872685,Americas,Northern America,United States
2213191339240555860,Americas,Northern America,United States
4850600942134994335,Americas,South America,Argentina
3693373653741415346,Asia,Southern Asia,India
002855959112934473,Europe,Eastern Europe,Poland
3097977841301344292,Americas,Central America,Mexico
2159622139970106281,Americas,Central America,Mexico
831529806811845971,Americas,Northern America,United States
6052333928516105307,Americas,Northern America,United States
5383719560294566090,Africa,Northern Africa,Morocco
8297839629703521359,Americas,South America,Paraguay
6367267394223441622,Americas,Northern America,United States
073493434876149875,Americas,Northern America,United States
0241637905936274121,Europe,Northern Europe,United Kingdom
7949071502503761007,Americas,South America,Brazil
16454217945357461,Asia,Eastern Asia,Japan
3563131925654510207,Americas,Northern America,United States
3005621515077986929,Europe,Northern Europe,United Kingdom
7570839752888809028,Americas,Northern America,Canada
3705338764625512665,Americas,Northern America,United States
7373456526061393285,Africa,Northern Africa,Tunisia
7948761008238376653,Americas,Northern America,United States
9459384188253198762,Americas,South America,Brazil
4309210728912777629,Americas,Northern America,United States
1020318604011294023,Asia,Eastern Asia,Japan
1091402562926705962,Asia,Southeast Asia,Indonesia
163871097857735731,Asia,Southern Asia,India
1925600224127308411,Europe,Eastern Europe,Russia
2883953341277777482,Europe,Eastern Europe,Slovakia
842695415836236209,Asia,Western Asia,Turkey
6336201826525833700,Americas,Northern America,United States
2297000571387202062,Americas,South America,Brazil
2883953341277777482,Europe,Eastern Europe,Slovakia
7294782993191958078,Americas,Northern America,United States
5874622223792422534,Americas,Northern America,United States
3896017612841392267,Asia,Southeast Asia,Vietnam
2898891108701526100,Americas,Northern America,United States
418865663414800452,Americas,Northern America,United States
4278704657257301492,Americas,Northern America,United States
2530837614427752394,Americas,Northern America,United States
7336111418356994091,Americas,Central America,Mexico
558694916414120794,Americas,Central America,Mexico
4942265173689980027,Europe,Eastern Europe,Poland
2345152707971951989,Asia,Western Asia,Turkey
4615221069044086746,Asia,Southeast Asia,Vietnam
0888352802978309784,Americas,Northern America,United States
831529806811845971,Americas,Northern America,United States
5751009969575920290,Americas,Northern America,United States
6790196912687943685,Asia,Western Asia,Israel
6918155864256739565,Americas,Northern America,United States
5076747981380011349,Asia,Southeast Asia,Philippines
1996019318296556470,Asia,Southeast Asia,Philippines
6091712405716575101,Europe,Northern Europe,United Kingdom
2990657282648176560,Europe,Southern Europe,Slovenia
9851107651996158393,Africa,Northern Africa,Egypt
6972990228114870168,Africa,Western Africa,Ghana
7198101287270806110,Asia,Southeast Asia,Singapore
4109437900902312096,Americas,South America,Uruguay
0483345007930710185,Asia,Western Asia,United Arab Emirates
4827471780080211387,Asia,Southeast Asia,Philippines
3829608467688460896,Asia,Southeast Asia,Thailand
1864283431927160986,Europe,Southern Europe,Macedonia (FYROM)
555255688725948558,Europe,Southern Europe,Portugal
5916967136802979782,Africa,Northern Africa,Egypt
3018790778434377447,Americas,Northern America,United States
5124363637038569400,Asia,Southern Asia,India
3518866559420072651,Asia,Southeast Asia,Philippines
8105685042100471238,Africa,Western Africa,Nigeria
5507371724173191924,Asia,Southern Asia,Pakistan
773380786527880541,Asia,Western Asia,Turkey
2124123299417531922,Asia,Southeast Asia,Malaysia
1176904343856971981,Americas,Northern America,United States
0030653393617659458,Asia,Southern Asia,India
3764926612197340903,Europe,Eastern Europe,Bulgaria
7052983012537569190,Asia,Southern Asia,Pakistan
8679175805931046943,Americas,Northern America,United States
1308892609838770664,Oceania,Australasia,New Zealand
7926327538769640111,Asia,Southeast Asia,Vietnam
3649768904137963114,Asia,Southeast Asia,Indonesia
5294920588848318216,Asia,Western Asia,Oman
3873612752714524710,Asia,Southern Asia,India
4962655910256254391,Americas,Northern America,United States
2869207996367737555,Europe,Southern Europe,Albania
5479291990205277,Americas,Northern America,United States
425363421029532836,Americas,Northern America,United States
0793894714334414573,Americas,Northern America,United States
1161341769746810719,Americas,Northern America,United States
6787977083055740493,Americas,Northern America,United States
596434846461499945,Asia,Southern Asia,Pakistan
7042391147528588088,Asia,Southeast Asia,Thailand
7133602605072127950,Americas,Northern America,United States
6596829540463051846,Asia,Southeast Asia,Thailand
7447285778026883579,Asia,Southern Asia,Bangladesh
419096398455299755,Asia,Western Asia,Turkey
3075297424114413471,Africa,Eastern Africa,Kenya
8159312408158297118,Americas,Northern America,United States
4261104097533511742,Americas,Northern America,United States
5817604312711965479,Europe,Eastern Europe,Romania
9637317595550049769,Americas,Northern America,United States
7451681150246556439,Americas,Northern America,Canada
7530835025978047273,Americas,South America,Peru
4892918202164561067,Americas,Northern America,United States
8613727815538479931,Americas,Northern America,United States
1314991181138104250,Americas,Northern America,United States
5542047417982345824,Americas,Northern America,United States
5832702976406493104,Africa,Northern Africa,Algeria
2968198904310902260,Americas,Northern America,United States
8155914168070068086,Americas,Central America,Mexico
2499073159297778675,Americas,Northern America,United States
9633499195063618864,Americas,Northern America,United States
8247388453936975366,Americas,Northern America,United States
8270598933384562992,Americas,Northern America,United States
0956308009791911590,Americas,Northern America,United States
4361310420645778849,Americas,South America,Brazil
4002784612033726366,Americas,Northern America,United States
5321880453602324370,Asia,Western Asia,Turkey
1314991181138104250,Americas,Northern America,United States
9193725702802112646,Americas,Northern America,United States
5163629098760825850,Americas,Northern America,United States
3016447689917861550,Americas,Northern America,United States
2352141078371657771,Americas,Northern America,United States
3973062960912319313,Americas,Northern America,United States
0512157711741253330,Americas,Northern America,United States
0653204422850739130,Americas,Northern America,United States
4578640586284138624,Americas,Northern America,United States
9419417742240668408,Americas,Central America,Mexico
8518736572243003083,Americas,Northern America,United States
993960800413367373,Americas,Northern America,United States
3511510906428386631,Americas,Northern America,United States
0382398254804709368,Americas,Northern America,United States
4652287826732444235,Americas,South America,Brazil
1314991181138104250,Americas,Northern America,United States
796776238303447639,Americas,Northern America,United States
1865917130947753901,Americas,Northern America,Canada
6336201826525833700,Americas,Northern America,United States
138892769269044372,Asia,Western Asia,Saudi Arabia
7277518791167475151,Asia,Southeast Asia,Philippines
828395773985392863,Americas,Northern America,United States
2876152756735198740,Americas,Northern America,United States
4689779080679225130,Europe,Northern Europe,Estonia
7251030907573266334,Asia,Western Asia,Turkey
7444154001043657810,Asia,Eastern Asia,China
7052423402367562717,Americas,Northern America,United States
2171803015253400381,Americas,Northern America,United States
5685693302497646755,Asia,Eastern Asia,South Korea
8247388453936975366,Americas,Northern America,United States
997132598246769812,Americas,Northern America,United States
5705587814808849172,Americas,Northern America,United States
5029127815473896624,Americas,Northern America,United States
5029127815473896624,Americas,Northern America,United States
8471858690284145098,Europe,Northern Europe,Denmark
3595188488911460764,Asia,Southeast Asia,Indonesia
8668489339541549732,Asia,Southeast Asia,Malaysia
6960772894161809181,Americas,Northern America,United States
7890522790605033993,Americas,Northern America,United States
6459195852049791924,Americas,Northern America,United States
8468695172709026797,Europe,Eastern Europe,Slovakia
569919312322220284,Americas,Northern America,United States
745534609687650923,Asia,Southeast Asia,Thailand
6376223275078772334,Americas,Northern America,United States
1264182354008543726,Europe,Southern Europe,Spain
7890522790605033993,Americas,Northern America,United States
9816358211063157772,Asia,Southern Asia,Bangladesh
7800303982720483965,Europe,Eastern Europe,Russia
2138249057628555204,Americas,Northern America,United States
0873351456661694382,Europe,Northern Europe,United Kingdom
4724014961050797892,Europe,Northern Europe,United Kingdom
1099720071861739539,Americas,Northern America,United States
8396702305614208899,Europe,Northern Europe,United Kingdom
6841939359011858096,Americas,Northern America,United States
3608695950774348121,Americas,Northern America,Canada
5631523229004229049,Americas,Northern America,United States
7377104901113732837,Americas,Northern America,United States
685093856498901260,Asia,Western Asia,United Arab Emirates
2571352945100828274,Americas,Northern America,Canada
6492137813042219373,Americas,Northern America,United States
2763373019862944348,Americas,Northern America,United States
2639618936246660179,Americas,Northern America,United States
45363752238647523,Americas,Northern America,United States
9470014125434090142,Americas,Northern America,United States
5560196043019883828,Americas,Northern America,United States
8825210033101874099,Americas,Northern America,United States
8707130821694195643,Europe,Northern Europe,United Kingdom
2385129494834692962,Americas,Caribbean,Puerto Rico
1112507988105512057,Americas,Northern America,United States
5783524644793849340,Americas,Northern America,United States
9755167464612856206,Europe,Southern Europe,Italy
8821893673728116223,Americas,Northern America,United States
7030817022153386326,Americas,Northern America,United States
8561301111881514700,Americas,Northern America,United States
3912300160509220549,Americas,Northern America,United States
0048779526424910845,Americas,Northern America,United States
8535591044733210611,Americas,Northern America,United States
1233984196205205270,Americas,Northern America,United States
0890114017350413002,Americas,Northern America,United States
3373969394465125539,Asia,Southern Asia,India
1626716998556233354,Americas,Northern America,United States
5622119904627470425,Americas,Northern America,United States
2767352754546074856,Americas,Northern America,United States
1159303959044958896,Americas,South America,Brazil
2898891108701526100,Americas,Northern America,United States
7298538238612725446,Americas,Northern America,United States
6792260745822342947,Americas,Northern America,United States
2311098311158255548,Americas,Northern America,United States
5646573463881087411,Americas,Northern America,United States
6421790496910689049,Oceania,Australasia,Australia
8809191887069011645,Africa,Eastern Africa,Kenya
3543950983119207807,Americas,Northern America,United States
7374313930793992626,Americas,Northern America,United States
9134477516832920376,Americas,Northern America,United States
5446299164547357031,Americas,Northern America,United States
4531795194219180142,Americas,Northern America,United States
5667050321723560954,Americas,Northern America,United States
8710571720716016076,Americas,Northern America,United States
2615752151504666061,Europe,Northern Europe,Ireland
8449642504674588327,Americas,Northern America,United States
0064274440515862565,Europe,Western Europe,Germany
747199723663626460,Americas,Northern America,United States
0429222405901537951,Americas,Northern America,United States
6634595899244493358,Americas,Northern America,United States
6378885939141116855,Europe,Northern Europe,United Kingdom
4433017212064092643,Americas,Northern America,United States
5999345907278885362,Asia,Southern Asia,Pakistan
1065380313069897838,(not set),(not set),(not set)
9035777218447200091,Americas,Northern America,United States
38176613026658222,Americas,Northern America,United States
0482426092828914711,Europe,Northern Europe,United Kingdom
5177274155761679569,Europe,Eastern Europe,Poland
1064142968276574826,Americas,Northern America,United States
4530047399880276145,Americas,Northern America,United States
0063860542745733558,Americas,Northern America,United States
5692660940241926694,Americas,Northern America,United States
1231590494443171080,Americas,Northern America,United States
0888352802978309784,Americas,Northern America,United States
2832065648026954185,Americas,Northern America,United States
9310825606289562783,Americas,Northern America,United States
6137206948447331806,Asia,Southern Asia,India
394725225045196314,Africa,Northern Africa,Tunisia
3085396425650556598,Americas,Northern America,United States
2775333805699294537,Americas,Northern America,United States
37731001180252335,Europe,Western Europe,Germany
9617033484006686914,Americas,Northern America,United States
1613869085928837147,Americas,Northern America,United States
2372648582928449946,Americas,Northern America,United States
4309210728912777629,Americas,Northern America,United States
1112507988105512057,Americas,Northern America,United States
9023992206371203986,Americas,Northern America,United States
5783524644793849340,Americas,Northern America,United States
3065316533128123013,Americas,Northern America,Canada
5551132834939072500,Europe,Eastern Europe,Ukraine
336637157127346441,Europe,Southern Europe,Portugal
3884550482186951789,Americas,Northern America,United States
2952540151895889972,Americas,Northern America,United States
164790502418196843,Americas,Northern America,United States
7747069196916153269,Americas,Northern America,United States
0913838758061745699,Americas,Northern America,United States
7658202405445752414,Americas,Northern America,United States
5882258963347216049,Oceania,Australasia,Australia
5121453966155985426,Americas,Northern America,United States
6932408648900988870,Americas,Northern America,United States
1784134512217740615,Americas,Northern America,United States
1492217702561732960,Americas,Northern America,United States
1276631666870427430,Americas,Central America,Mexico
3668803711162394702,Americas,Northern America,United States
6515694903160268646,Americas,Northern America,United States
4022857277036921576,Asia,Southeast Asia,Singapore
7612201596061421982,Asia,Southeast Asia,Singapore
9085218887779640980,Americas,Northern America,United States
6345117059388722625,Europe,Eastern Europe,Ukraine
519362431810205197,Americas,Northern America,United States
2047874584272208283,Americas,Northern America,United States
0306141257002185315,Europe,Southern Europe,Spain
519362431810205197,Americas,Northern America,United States
519362431810205197,Americas,Northern America,United States
4938551206840866311,Asia,Eastern Asia,Japan
3547717276163025378,Americas,Northern America,United States
4049241184747238128,Europe,Western Europe,Switzerland
1790111996914676794,Americas,Northern America,United States
4428007861318670062,Europe,Northern Europe,United Kingdom
4688685219584517293,Asia,Western Asia,Israel
5793852641351150725,Americas,South America,Colombia
1921805901720598269,Americas,Northern America,United States
9710270530499631126,Americas,Northern America,United States
8086030903283426090,Asia,Southern Asia,India
1754009007608510350,Europe,Southern Europe,Spain
2681867759702029281,Asia,Southern Asia,India
0155570241519455322,Asia,Eastern Asia,China
1053828258793597684,Americas,Northern America,United States
1039630068425575442,Americas,Northern America,United States
039671683621540641,Asia,Southern Asia,India
5151716725909959249,Europe,Western Europe,Germany
7624290805116034111,Americas,Northern America,United States
0019983046037497243,Americas,Northern America,Canada
7092069472105480996,Asia,Southern Asia,India
2622820320799122480,Asia,Eastern Asia,Japan
1739823917347946740,Americas,Northern America,United States
4761242402881888193,Americas,Northern America,United States
4773809469941024206,Africa,Eastern Africa,Rwanda
1219325807742188295,Americas,Northern America,United States
1024751686551205649,Asia,Southern Asia,India
2550774479005599333,Asia,Southern Asia,India
91490237172189168,Asia,Western Asia,Georgia
0690923971950364732,Europe,Western Europe,Netherlands
0877821095982571303,Americas,Northern America,United States
0239608205717854090,Americas,Northern America,United States
1921805901720598269,Americas,Northern America,United States
0203986763041661843,Asia,Eastern Asia,Taiwan
4460407620777269094,Asia,Southern Asia,India
4675639381576467176,Asia,Southern Asia,India
7774603505558745741,Asia,Southern Asia,India
1749010407044905351,Asia,Southeast Asia,Singapore
0944623283834094827,Asia,Eastern Asia,Japan
8003180095462219875,Americas,Northern America,United States
7629784540272591367,Asia,Southern Asia,India
2826190005354069899,Americas,Northern America,United States
0423043652415339154,Americas,Northern America,United States
2982415081129763534,Americas,Northern America,United States
3918922672011504821,Americas,Northern America,United States
7105897662777519249,Europe,Northern Europe,United Kingdom
6248742189359702187,Americas,Northern America,United States
7416565604470087079,Asia,Eastern Asia,Hong Kong
3608475193341679870,Americas,Northern America,United States
6248742189359702187,Americas,Northern America,United States
1749010407044905351,Asia,Southeast Asia,Singapore
2430496949275205085,Americas,Northern America,United States
869096201147438807,Americas,Northern America,United States
